ID,식품명,에너지(kcal),탄수화물(g),단백질(g),지방(g),비타민A(R.E),리보플라빈(mg),칼슘(mg),철분(mg)
1671,"깍두기볶음밥, 콩나물국, 군만두, 요구르트",911.6,115.7,33.3,33.8,277.4,0.7,541.0,1.0
1672,"나시고랭, 바베큐폭립, 깍두기, 한라봉감귤주스",667.0,107.1,36.4,9.3,129.2,0.5,152.3,6.0
1673,"나물비빔밥, 찹쌀도너츠, 배추김치",983.8,163.1,24.4,31.2,886.0,0.6,177.9,4.0
1674,"중국식버섯덮밥, 닭, 오징어, 김치국, 고구마맛탕",1159.0,178.1,42.7,37.3,161.8,0.9,184.2,3.0
1675,"차슈덮밥, 꼬들단무지, 매실음료",773.8,54.7,30.1,50.2,88.9,1.2,84.8,3.0
1676,"미트소스펜네파스타, 시저샐러드와, 갈릭치즈드레싱",1057.5,124.8,42.5,45.0,451.7,0.6,422.7,5.0
1677,"소불고기비빔밥, 팽이버섯된장국, 백김치, 식혜",811.0,111.6,43.8,22.0,453.4,0.7,183.7,5.0
1678,"오므라이스, 오렌지주스, 케이준치킨샐러드",883.3,111.7,33.6,35.4,273.3,0.8,196.2,5.0
1679,"닭갈비덮밥, 배추김치, 요구르트",792.4,117.2,42.4,17.4,314.3,0.6,275.3,3.0
1680,"콩나물밥, 초당옥수수구이, 석류크랜베리주스",808.2,86.1,15.8,21.6,113.9,0.5,112.3,5.0
1681,"깍두기볶음밥, 만두국, 김, 달걀, 없음, 포도주스",643.3,104.0,23.1,17.7,223.1,0.7,317.1,7.0
1682,"옛날도시락, 소시지, 김치, 멸치, 미역국, 복숭아요구르트",1126.5,134.6,51.2,43.6,167.6,0.8,989.7,5.0
1683,"나시고랭, 바베큐폭립, 깍두기, 한라봉감귤주스",953.6,141.2,59.2,14.8,155.7,0.8,192.6,8.0
1684,"나물비빔밥, 찹쌀도너츠, 배추김치",830.6,139.4,20.3,26.5,782.2,0.5,156.0,3.0
1685,"로제파스타, 수제마늘빵, 채소피클, 대",1168.6,142.9,30.6,53.8,411.9,0.4,277.4,4.0
1686,"스팸김치볶음밥, 모짜렐라, 식혜, 채소피클, 대",804.8,110.7,27.0,27.9,98.8,0.7,115.6,3.0
1687,"오므라이스, 사과주스, 허브치킨샐러드",867.3,112.8,30.3,32.6,220.1,0.4,147.4,3.0
1688,"굴소스옥수수볶음밥, 대, 닭장각소금구이, 깍두기, 요구르트",1032.6,112.1,54.7,39.1,276.3,0.6,306.7,3.0
1689,"자장밥, 멘보샤, 배추김치, 포도주스, 리치파인애플",787.5,157.2,23.5,11.5,296.9,0.8,114.0,4.0
1690,"곤드레나물밥, 수육, 무말랭이무침, 블루베리요구르트",1352.2,125.7,37.9,76.5,535.4,1.4,340.7,6.0
1691,"스팸김치볶음밥, 모짜렐라, 망고요구르트, 채소피클, 대",1008.2,133.1,35.6,36.9,152.7,0.8,205.6,3.0
1692,"새우카레, 배추김치, 모듬과일, 블루베리, 골드, 메론, 청, 요구르트",843.4,138.0,20.9,26.1,637.2,0.4,266.7,3.0
1693,"소불고기비빔밥, 팽이버섯된장국, 백김치, 식혜",782.3,103.4,41.9,23.6,357.2,0.6,229.0,5.0
1694,"굴소스옥수수볶음밥, 대, 닭장각소금구이, 깍두기, 딸기바나나유음료",1057.5,128.5,52.3,36.8,243.4,0.5,218.2,3.0
1695,"오므라이스, 사과주스, 케이준치킨샐러드",935.9,120.9,30.4,37.0,278.2,0.8,191.9,5.0
1696,"자장밥, 멘보샤, 포도주스, 리치파인애플",857.5,162.6,31.5,14.1,295.0,0.9,94.6,5.0
1697,"곤드레나물밥, 수육, 무말랭이무침, 블루베리요구르트",1466.0,135.1,41.0,83.9,528.2,1.5,382.3,7.0
1698,"새우카레, 한라봉감귤주스, 채소피클, 대, 청포도치즈샐러드와, 발사믹드레",1331.8,188.9,44.7,52.2,541.2,0.4,368.7,8.0
1699,"굴소스옥수수볶음밥, 대, 닭장각소금구이, 깍두기, 딸기바나나유음료",1058.1,128.9,56.0,35.4,222.1,0.6,243.6,3.0
1700,"김밥볶음밥, 순대강정, 깍두기, 사과주스",613.7,91.2,13.8,22.4,187.0,0.5,117.4,6.0
1701,"유부초밥, 우동, 깍두기",1030.8,145.4,39.9,29.0,128.5,0.2,406.8,6.0
1702,"자장밥, 멘보샤, 배추김치, 파인애플",862.6,164.3,28.8,14.6,68.7,0.7,124.9,6.0
1703,"김밥볶음밥, 순대강정, 깍두기, 사과주스",613.7,91.2,13.8,22.4,187.0,0.5,117.4,6.0
1704,"유부초밥, 우동, 깍두기",1030.8,145.4,39.9,29.0,128.5,0.2,406.8,6.0
1705,"자장밥, 멘보샤, 배추김치, 파인애플",862.6,164.3,28.8,14.6,68.7,0.7,124.9,6.0
1706,"보리밥, 교직원, 돼지고기김치비지찌개, 교직원, 무생채, 교직원, 미역줄기볶음, 교직원, 갈치구이, 교직원, 열무김치, 교직원",1037.7,130.8,57.5,35.1,336.8,1.0,746.9,1.0
1707,"후리카케주먹밥, 교직원, 초계국수, 교직원, 도토리전병, 교직원, 깍두기, 교직원",1439.9,183.0,63.8,47.5,182.8,0.8,122.3,3.0
1708,"쌀밥, 교직원, 동태찌개, 교직원, 건새우마늘쫑볶음, 교직원, 바싹불고기, 교직원, 배추김치, 교직원",1107.6,111.0,92.5,35.6,222.8,1.1,849.6,1.0
1709,"콩나물밥, 교직원, 들깨미역국, 교직원, 코다리구이, 교직원, 깍두기, 교직원, 수박, 교직원",717.6,113.0,39.7,15.1,442.8,0.8,218.4,4.0
1710,"쌀밥, 교직원, 얼갈이된장국, 교직원, 수육, 교직원, 샐러리겉절이, 배추김치, 교직원, 간장깻잎지절임, 교직원",1438.1,119.5,65.2,79.7,708.2,1.1,549.4,7.0
1711,"쌀밥, 교직원, 육개장, 교직원, 호박새우젓볶음, 교직원, 가자미구이, 교직원, 깍두기, 교직원, 김구이",680.2,110.0,36.4,12.9,273.2,0.7,178.7,4.0
1712,"쌀밥, 교직원, 콩나물국, 교직원, 가지나물, 교직원, 닭볶음탕, 교직원, 배추김치, 교직원, 골드키위, 교직원",947.5,129.7,59.5,25.9,380.7,1.1,291.6,6.0
1713,"바지락칼국수, 교직원, 찐만두, 배추김치, 교직원, 오렌지, 교직원",1518.3,220.1,49.2,45.1,112.7,0.4,355.2,2.0
1714,"카레라이스, 돼지고기, 교직원, 콩나물국, 교직원, 오이지무침, 교직원, 배추김치, 교직원",825.1,147.1,39.8,17.3,599.6,0.7,356.2,7.0
1715,"기장밥, 순두부찌개, 계란찜, 훈제오리숙주볶음, 배추김치, 깻잎무쌈, 후식, 파인애플",846.8,89.0,43.8,35.5,205.2,0.8,214.2,7.0
